step,time_s,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,agl,dist_xy,dist_3d,target_x,target_y,target_z,plat_vel_x,plat_vel_y,plat_vel_z,cmd_vx,cmd_vy,cmd_vz,cmd_speed,cmd_yaw,landing_phase,descent_phase,assist_type,collision_risk,clutter_density,navigability,escape_active,pred_escape_active,threat_acc
10,0.076,-6.2335,7.5562,1.8165,-0.1061,-0.0093,0.41,0.111,14.515,14.604,-15.4453,18.7729,0.2,0.0,0.0,0.0,-0.5248,-0.0514,0.528,0.7462,0.6791,0,0,0,0.974,0.502,0.498,0,0,7.0
11,0.084,-6.2363,7.5559,1.8257,-0.1398,-0.0152,0.4583,0.12,14.513,14.604,-15.4453,18.7729,0.2,0.0,0.0,0.0,-0.5717,-0.0617,0.576,0.8139,0.6501,0,0,0,0.974,0.507,0.493,0,0,8.0
12,0.091,-6.2399,7.5555,1.8358,-0.1769,-0.0207,0.5069,0.13,14.511,14.603,-15.4453,18.7729,0.2,0.0,0.0,0.0,-0.6185,-0.0724,0.624,0.8816,0.678,0,0,0,0.974,0.492,0.508,0,0,9.0
13,0.099,-6.2442,7.5549,1.8469,-0.2182,-0.0288,0.5549,0.141,14.509,14.602,-15.4453,18.7729,0.2,0.0,0.0,0.0,-0.665,-0.0843,0.672,0.9492,0.6359,0,0,0,0.972,0.457,0.543,0,0,10.0
14,0.106,-6.2494,7.5542,1.859,-0.2611,-0.0356,0.6031,0.153,14.506,14.601,-15.4453,18.7729,0.2,0.0,0.0,0.0,-0.7111,-0.0979,0.72,1.0166,0.6634,0,0,0,0.972,0.442,0.558,0,0,11.0
15,0.113,-6.2556,7.5533,1.872,-0.3085,-0.0455,0.6504,0.166,14.503,14.599,-15.4453,18.7729,0.2,0.0,0.0,0.0,-0.7573,-0.1109,0.768,1.0842,0.6234,0,0,0,0.969,0.404,0.596,0,0,10.5
16,0.121,-6.2628,7.5522,1.8859,-0.3579,-0.0546,0.6978,0.18,14.499,14.597,-15.4453,18.7729,0.2,0.0,0.0,0.0,-0.8025,-0.1269,0.816,1.1515,0.6505,0,0,0,0.969,0.389,0.611,0,0,10.0
17,0.128,-6.271,7.5509,1.9008,-0.4111,-0.0672,0.7441,0.195,14.495,14.594,-15.4453,18.7729,0.2,0.0,0.0,0.0,-0.848,-0.1422,0.864,1.2189,0.6179,0,0,0,0.969,0.379,0.621,0,0,9.5
18,0.136,-6.2803,7.5493,1.9166,-0.4658,-0.0792,0.7906,0.211,14.49,14.592,-15.4453,18.7729,0.2,0.0,0.0,0.0,-0.8934,-0.1576,0.912,1.2864,0.6449,0,0,0,0.969,0.377,0.623,0,0,9.0
19,0.143,-6.2907,7.5474,1.9334,-0.5218,-0.0942,0.8367,0.228,14.485,14.588,-15.4453,18.7729,0.2,0.0,0.0,0.0,-0.9064,-0.1114,0.96,1.325,0.6067,0,0,0,0.724,0.358,0.642,0,0,8.5
20,0.151,-6.3023,7.5452,1.951,-0.5766,-0.108,0.8816,0.245,14.479,14.585,-15.4453,18.7729,0.2,0.0,0.0,0.0,-0.9193,-0.0652,1.008,1.3658,0.634,0,0,0,0.723,0.354,0.646,0,0,8.0
21,0.158,-6.3149,7.5427,1.9695,-0.6328,-0.1248,0.925,0.264,14.473,14.581,-15.4453,18.7729,0.2,0.0,0.0,0.0,-0.9322,-0.0189,1.056,1.4087,0.6783,0,0,0,0.727,0.359,0.641,0,0,7.5
22,0.166,-6.3287,7.5399,1.9889,-0.6885,-0.1403,0.9688,0.283,14.467,14.577,-15.4453,18.7729,0.2,0.0,0.0,0.0,-0.945,0.0273,1.104,1.4535,0.6265,0,0,0,0.727,0.349,0.651,0,0,7.0
23,0.173,-6.3435,7.5369,2.0091,-0.7415,-0.15,1.0135,0.303,14.46,14.573,-15.4453,18.7729,0.2,0.0,0.0,0.0,-0.9578,0.0736,1.152,1.5,0.6712,0,0,0,0.731,0.371,0.629,0,0,5.0
24,0.181,-6.3594,7.5338,2.0303,-0.794,-0.1582,1.059,0.325,14.452,14.568,-15.4453,18.7729,0.2,0.0,0.0,0.0,-0.9705,0.1199,1.2,1.548,0.62,0,0,0,0.731,0.375,0.625,0,0,3.0
25,0.188,-6.3763,7.5306,2.0524,-0.8437,-0.1599,1.1052,0.347,14.444,14.563,-15.4453,18.7729,0.2,0.0,0.0,0.0,-0.9832,0.1662,1.248,1.5974,0.6653,0,0,0,0.736,0.392,0.608,0,0,1.0
26,0.196,-6.3941,7.5274,2.0755,-0.8924,-0.1594,1.1524,0.37,14.436,14.557,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.0174,0.1325,1.296,1.6529,0.6207,0,0,0,0.963,0.383,0.617,0,0,0.0
27,0.203,-6.4129,7.5244,2.0995,-0.9381,-0.1518,1.2005,0.394,14.426,14.551,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.0472,0.0949,1.344,1.7065,0.6415,0,0,0,0.963,0.39,0.61,0,0,0.0
28,0.211,-6.4325,7.5215,2.1245,-0.9803,-0.1407,1.2494,0.419,14.416,14.544,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.0767,0.057,1.392,1.7607,0.5897,0,0,0,0.961,0.395,0.605,0,0,0.0
29,0.218,-6.4529,7.5191,2.1504,-1.0179,-0.1238,1.2975,0.445,14.405,14.537,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.1074,0.0201,1.44,1.8167,0.5759,0,0,0,0.96,0.404,0.596,0,0,0.0
30,0.226,-6.4739,7.517,2.1773,-1.0527,-0.1056,1.3455,0.472,14.394,14.529,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.1408,-0.0144,1.488,1.875,0.5578,0,0,0,0.958,0.4,0.6,0,0,0.0
31,0.233,-6.4956,7.5152,2.2052,-1.0831,-0.0872,1.3932,0.499,14.382,14.521,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.1724,-0.0505,1.536,1.9329,0.5407,0,0,0,0.956,0.402,0.598,0,0,0.0
32,0.241,-6.5178,7.5138,2.234,-1.1127,-0.0695,1.4412,0.528,14.369,14.512,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.2073,-0.0835,1.584,1.9934,0.5479,0,0,0,0.953,0.401,0.599,0,0,0.0
33,0.248,-6.5406,7.5127,2.2638,-1.1368,-0.0539,1.4893,0.558,14.356,14.503,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.224,-0.0385,1.632,2.0404,0.5177,0,0,0,0.741,0.391,0.609,0,0,0.0
34,0.256,-6.5638,7.512,2.2946,-1.1605,-0.0388,1.5377,0.589,14.342,14.494,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.2399,0.0068,1.68,2.088,0.5323,0,0,0,0.737,0.382,0.618,0,0,0.0
35,0.264,-6.5874,7.5114,2.3263,-1.1817,-0.0272,1.5864,0.62,14.328,14.485,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.2577,0.0514,1.7,2.1153,0.5173,0,0,0,0.736,0.381,0.619,0,0,0.0
36,0.271,-6.6115,7.5111,2.3588,-1.2028,-0.0173,1.6247,0.653,14.313,14.475,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.2739,0.0966,1.7,2.1265,0.5225,0,0,0,0.731,0.375,0.625,0,0,0.0
37,0.279,-6.6358,7.5109,2.3918,-1.2191,-0.01,1.6491,0.686,14.298,14.465,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.2911,0.1414,1.7,2.1394,0.5623,0,0,0,0.73,0.378,0.622,0,0,0.0
38,0.286,-6.6606,7.5108,2.4251,-1.2358,-0.0041,1.6647,0.719,14.283,14.455,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.3104,0.1853,1.7,2.1544,0.5374,0,0,0,0.731,0.385,0.615,0,0,0.0
39,0.294,-6.6856,7.5109,2.4586,-1.252,0.0045,1.6749,0.753,14.268,14.445,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.329,0.2296,1.7,2.17,0.5425,0,0,0,0.729,0.382,0.618,0,0,0.0
40,0.301,-6.7109,7.5112,2.4922,-1.2654,0.0141,1.6819,0.786,14.252,14.435,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.3501,0.2727,1.7,2.188,0.5381,0,0,0,0.73,0.385,0.615,0,0,0.0
41,0.309,-6.7365,7.5117,2.5259,-1.2796,0.0254,1.6868,0.82,14.236,14.425,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.3708,0.316,1.7,2.2066,0.5415,0,0,0,0.728,0.388,0.612,0,0,0.0
42,0.316,-6.7623,7.5124,2.5598,-1.2916,0.0386,1.6906,0.854,14.219,14.414,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.3946,0.3577,1.7,2.2277,0.5467,0,0,0,0.729,0.379,0.621,0,0,0.0
43,0.324,-6.7884,7.5135,2.5936,-1.3047,0.0544,1.6937,0.888,14.203,14.403,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.4184,0.3994,1.7,2.2497,0.549,0,0,0,0.728,0.372,0.628,0,0,0.0
44,0.332,-6.8148,7.515,2.6276,-1.3164,0.0735,1.6966,0.922,14.185,14.392,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.4464,0.4384,1.7,2.2747,0.5389,0,0,0,0.729,0.378,0.622,0,0,0.0
45,0.339,-6.8414,7.5169,2.6615,-1.3303,0.0964,1.6988,3.253,14.168,14.38,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.475,0.4769,1.7,2.3007,0.5408,0,0,0,0.728,0.38,0.62,0,0,0.0
46,0.347,-6.8682,7.5194,2.6956,-1.3424,0.1227,1.7009,3.287,14.15,14.368,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.5066,0.5131,1.7,2.3287,0.5239,0,0,0,0.728,0.382,0.618,0,0,0.0
47,0.355,-6.8953,7.5224,2.7296,-1.3563,0.1529,1.7023,3.321,14.131,14.355,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.5373,0.5499,1.7,2.3571,0.5248,0,0,0,0.726,0.381,0.619,0,0,0.0
48,0.362,-6.9227,7.5262,2.7637,-1.3691,0.1857,1.7037,3.355,14.111,14.342,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.5701,0.585,1.7,2.3869,0.511,0,0,0,0.726,0.381,0.619,0,0,0.0
49,0.37,-6.9504,7.5306,2.7978,-1.3844,0.2217,1.7044,3.389,14.091,14.328,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.6009,0.6218,1.7,2.4165,0.5112,0,0,0,0.724,0.37,0.63,0,0,0.0
50,0.377,-6.9784,7.5358,2.8319,-1.3989,0.2598,1.7049,3.423,14.07,14.314,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.6299,0.6601,1.7,2.4459,0.4918,0,0,0,0.722,0.366,0.634,0,0,0.0
51,0.385,-7.0067,7.5418,2.866,-1.4161,0.3005,1.7048,3.457,14.048,14.299,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.6554,0.7007,1.7,2.4741,0.5004,0,0,0,0.719,0.372,0.628,0,0,0.0
52,0.393,-7.0354,7.5486,2.9001,-1.4339,0.3425,1.705,3.491,14.025,14.283,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.6803,0.7418,1.7,2.5027,0.487,0,0,0,0.717,0.368,0.632,0,0,0.0
53,0.4,-7.0645,7.5564,2.9341,-1.4549,0.3866,1.7045,3.524,14.002,14.266,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.6996,0.7857,1.7,2.529,0.4871,0,0,0,0.714,0.362,0.638,0,0,0.0
54,0.408,-7.094,7.565,2.9682,-1.476,0.4323,1.704,3.558,13.977,14.249,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.7195,0.8294,1.7,2.5563,0.4809,0,0,0,0.713,0.363,0.637,0,0,0.0
55,0.415,-7.124,7.5746,3.0023,-1.5006,0.4795,1.7028,3.592,13.952,14.23,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.7348,0.8749,1.7,2.5817,0.4812,0,0,0,0.71,0.362,0.638,0,0,0.0
56,0.423,-7.1545,7.5852,3.0363,-1.5248,0.5281,1.7016,3.626,13.925,14.211,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.7515,0.9199,1.7,2.6085,0.4748,0,0,0,0.709,0.357,0.643,0,0,0.0
57,0.43,-7.1856,7.5967,3.0703,-1.5521,0.5782,1.6994,3.66,13.897,14.19,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.7624,0.9666,1.7,2.6326,0.4577,0,0,0,0.705,0.357,0.643,0,0,0.0
58,0.438,-7.2171,7.6093,3.1042,-1.5787,0.6298,1.6973,3.694,13.868,14.169,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.7738,1.0133,1.7,2.6576,0.454,0,0,0,0.704,0.355,0.645,0,0,0.0
59,0.445,-7.2493,7.623,3.1382,-1.6067,0.6814,1.6952,3.728,13.838,14.147,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.7795,1.0609,1.7,2.6799,0.4543,0,0,0,0.701,0.351,0.649,0,0,0.0
60,0.453,-7.2819,7.6376,3.172,-1.6327,0.7331,1.6933,3.763,13.807,14.123,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.7871,1.1083,1.7,2.7041,0.45,0,0,0,0.701,0.354,0.646,0,0,0.0
61,0.461,-7.3151,7.6533,3.2058,-1.66,0.7851,1.6913,3.798,13.775,14.099,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.7893,1.1563,1.7,2.7255,0.45,0,0,0,0.698,0.352,0.648,0,0,0.0
62,0.468,-7.3488,7.6701,3.2396,-1.6848,0.8373,1.6895,3.833,13.741,14.074,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.7961,1.2038,1.7,2.7505,0.4468,0,0,0,0.698,0.353,0.647,0,0,0.0
63,0.476,-7.383,7.6879,3.2734,-1.7106,0.8897,1.6875,3.868,13.707,14.047,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.7944,1.2517,1.7,2.7707,0.4385,0,0,0,0.696,0.351,0.649,0,0,0.0
64,0.483,-7.4177,7.7067,3.3071,-1.7333,0.9425,1.6857,3.903,13.671,14.02,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.7974,1.2996,1.7,2.7946,0.4326,0,0,0,0.695,0.351,0.649,0,0,0.0
65,0.491,-7.4528,7.7266,3.3408,-1.756,0.9951,1.6844,3.938,13.635,13.992,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.7786,1.3438,1.7,2.8034,0.4311,0,0,0,0.692,0.349,0.651,0,0,0.0
66,0.498,-7.4883,7.7476,3.3744,-1.775,1.0471,1.683,3.973,13.597,13.962,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.7881,1.3323,1.7,2.804,0.4304,0,0,0,0.692,0.346,0.654,0,0,0.0
67,0.506,-7.5242,7.7695,3.408,-1.7935,1.098,1.6799,4.008,13.558,13.932,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.7584,1.3691,1.7,2.8029,0.4076,0,0,0,0.689,0.345,0.655,0,0,0.0
68,0.513,-7.5603,7.7925,3.4416,-1.8079,1.1486,1.6769,4.042,13.518,13.901,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.7275,1.4058,1.7,2.8019,0.402,0,0,0,0.686,0.339,0.661,0,0,0.0
69,0.521,-7.5967,7.8164,3.4751,-1.82,1.1973,1.6757,4.077,13.478,13.87,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.7443,1.3826,1.7,2.8007,0.4104,0,0,0,0.686,0.344,0.656,0,0,0.0
70,0.528,-7.6333,7.8413,3.5086,-1.8293,1.2434,1.6739,4.111,13.436,13.837,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.713,1.419,1.652,2.7708,0.4021,0,0,0,0.683,0.351,0.649,0,0,0.0
71,0.536,-7.67,7.867,3.5417,-1.8323,1.2843,1.6562,4.145,13.394,13.804,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.681,1.4548,1.604,2.7413,0.378,0,0,0,0.681,0.349,0.651,0,0,0.0
72,0.544,-7.7066,7.8934,3.5743,-1.8333,1.3213,1.6287,4.179,13.351,13.771,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.6481,1.4897,1.556,2.7123,0.3977,0,0,0,0.678,0.348,0.652,0,0,0.0
73,0.551,-7.7433,7.9205,3.6062,-1.8311,1.354,1.5951,4.211,13.308,13.737,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.6491,1.4862,1.508,2.6837,0.3971,0,0,0,0.678,0.347,0.653,0,0,0.0
74,0.559,-7.7798,7.9482,3.6373,-1.827,1.3845,1.5557,4.244,13.264,13.702,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.6155,1.5205,1.46,2.6558,0.3799,0,0,0,0.677,0.342,0.658,0,0,0.0
75,0.566,-7.8162,7.9765,3.6676,-1.8187,1.4139,1.5143,4.275,13.22,13.667,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.5933,1.5415,1.412,2.6284,0.3629,0,0,0,0.675,0.338,0.662,0,0,0.0
76,0.574,-7.8523,8.0053,3.697,-1.8084,1.4417,1.4718,4.305,13.176,13.632,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.5587,1.5747,1.364,2.6019,0.3533,0,0,0,0.67,0.334,0.666,0,0,0.0
77,0.582,-7.8882,8.0347,3.7256,-1.7941,1.4673,1.4285,4.336,13.131,13.596,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.5232,1.607,1.316,2.5757,0.351,0,0,0,0.67,0.332,0.668,0,0,0.0
78,0.589,-7.9238,8.0645,3.7533,-1.7786,1.4904,1.3848,4.365,13.086,13.56,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.5168,1.6105,1.268,2.5499,0.3838,0,0,0,0.67,0.335,0.665,0,0,0.0
79,0.597,-7.959,8.0947,3.7801,-1.7595,1.5115,1.3399,4.394,13.041,13.524,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.4888,1.6343,1.22,2.5251,0.3348,0,0,0,0.669,0.335,0.665,0,0,0.0
80,0.604,-7.9937,8.1253,3.806,-1.7375,1.533,1.2943,4.422,12.996,13.487,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.4762,1.6436,1.172,2.5009,0.3581,0,0,0,0.669,0.339,0.661,0,0,0.0
81,0.612,-8.028,8.1564,3.8309,-1.712,1.5526,1.2477,4.451,12.951,13.45,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.4392,1.6743,1.124,2.4775,0.3311,0,0,0,0.665,0.333,0.667,0,0,0.0
82,0.619,-8.0616,8.1878,3.8549,-1.684,1.5721,1.201,4.48,12.906,13.413,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.4229,1.6859,1.076,2.4546,0.3495,0,0,0,0.665,0.337,0.663,0,0,0.0
83,0.627,-8.0948,8.2197,3.878,-1.6552,1.5904,1.1534,4.507,12.861,13.376,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.3886,1.7123,1.028,2.4325,0.3388,0,0,0,0.662,0.333,0.667,0,0,0.0
84,0.634,-8.1272,8.2518,3.9001,-1.6242,1.609,1.1057,4.534,12.816,13.339,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.3836,1.7143,0.98,2.4112,0.3528,0,0,0,0.663,0.335,0.665,0,0,0.0
85,0.642,-8.1591,8.2844,3.9213,-1.5932,1.627,1.0578,4.559,12.771,13.302,-15.4453,18.7729,0.2,0.0,0.0,0.0,-1.3557,1.7345,0.932,2.3907,0.3335,0,0,0,0.66,0.335,0.665,0,0,0.0
86,0.649,-8.1903,8.3173,3.9415,-1.5601,1.6452,1.0093,4.583,12.726,13.265,-15.4453,18.7728,0.2,0.0003,-0.0068,0.0,-1.3361,1.7418,0.884,2.3665,0.3295,0,0,0,0.659,0.335,0.665,0,0,0.0
87,0.657,-8.2208,8.3505,3.9607,-1.5267,1.6631,0.9607,4.607,12.681,13.227,-15.4452,18.772,0.2,0.0016,-0.0383,0.0,-1.304,1.7364,0.836,2.3269,0.327,0,0,0,0.655,0.328,0.672,0,0,0.0
88,0.665,-8.2507,8.3841,3.9789,-1.4921,1.6799,0.912,4.629,12.635,13.188,-15.4452,18.7706,0.2,0.003,-0.0715,0.0,-1.2871,1.7177,0.788,2.2865,0.3313,0,0,0,0.653,0.324,0.676,0,0,0.0
89,0.672,-8.2799,8.418,3.9962,-1.4589,1.6948,0.8625,4.651,12.589,13.149,-15.4451,18.7685,0.2,0.0043,-0.1043,0.0,-1.2641,1.7035,0.74,2.2467,0.3239,0,0,0,0.648,0.321,0.679,0,0,0.0
90,0.68,-8.3083,8.4522,4.0124,-1.4246,1.7085,0.8128,4.669,12.542,13.109,-15.445,18.7658,0.2,0.0057,-0.1365,0.0,-1.253,1.6811,0.692,2.208,0.3231,0,0,0,0.645,0.314,0.686,0,0,0.0
91,0.687,-8.3362,8.4866,4.0277,-1.3917,1.7204,0.7635,4.685,12.495,13.068,-15.4448,18.7624,0.2,0.007,-0.1683,0.0,-1.2414,1.6595,0.644,2.1702,0.3151,0,0,0,0.638,0.304,0.696,0,0,0.0
92,0.695,-8.3634,8.5212,4.042,-1.3584,1.7303,0.7141,4.699,12.448,13.027,-15.4447,18.7584,0.2,0.0083,-0.1995,0.0,-1.239,1.6318,0.596,2.1338,0.3115,0,0,0,0.633,0.301,0.699,0,0,0.0
93,0.702,-8.3899,8.556,4.0553,-1.3268,1.7375,0.6653,4.712,12.4,12.986,-15.4445,18.7538,0.2,0.0096,-0.2303,0.0,-1.2371,1.6043,0.548,2.0987,0.3048,0,0,0,0.624,0.29,0.71,0,0,0.0
94,0.71,-8.4158,8.5908,4.0676,-1.2954,1.7417,0.6169,4.725,12.352,12.944,-15.4443,18.7486,0.2,0.0108,-0.2606,0.0,-1.2353,1.5771,0.5,2.0647,0.3143,0,0,0,0.618,0.285,0.715,0,0,0.0
95,0.718,-8.4411,8.6256,4.079,-1.2665,1.7422,0.5692,4.736,12.304,12.901,-15.444,18.7428,0.2,0.0121,-0.2903,0.0,-1.2336,1.5502,0.452,2.032,0.3073,0,0,0,0.608,0.285,0.715,0,0,0.0
96,0.725,-8.4659,8.6604,4.0894,-1.2378,1.7395,0.5217,4.747,12.256,12.859,-15.4438,18.7364,0.2,0.0133,-0.3196,0.0,-1.232,1.5237,0.404,2.0007,0.3122,0,0,0,0.598,0.276,0.724,0,0,0.0
97,0.733,-8.4901,8.6951,4.099,-1.2116,1.733,0.4758,4.757,12.208,12.816,-15.4435,18.7294,0.2,0.0145,-0.3483,0.0,-1.2306,1.4975,0.356,1.9707,0.3064,0,0,0,0.583,0.258,0.742,0,0,0.0
98,0.74,-8.5139,8.7295,4.1076,-1.1875,1.7227,0.4304,4.766,12.16,12.772,-15.4432,18.7219,0.2,0.0156,-0.3766,0.0,-1.2293,1.4717,0.308,1.9421,0.3245,0,0,0,0.573,0.252,0.748,0,0,0.0
99,0.748,-8.5372,8.7637,4.1153,-1.1675,1.7084,0.385,4.775,12.112,12.729,-15.4428,18.7138,0.2,0.0168,-0.4044,0.0,-1.228,1.4463,0.26,1.915,0.3147,0,0,0,0.553,0.247,0.753,0,0,0.0
100,0.755,-8.5602,8.7975,4.122,-1.1492,1.6908,0.3389,4.784,12.063,12.685,-15.4425,18.7052,0.2,0.0179,-0.4316,0.0,-1.2269,1.4212,0.212,1.8894,0.3301,0,0,0,0.54,0.238,0.762,0,0,0.0
101,0.763,-8.5829,8.8309,4.1279,-1.1345,1.6694,0.2935,4.792,12.015,12.641,-15.4421,18.696,0.2,0.019,-0.4584,0.0,-1.2258,1.3966,0.164,1.8654,0.3246,0,0,0,0.519,0.216,0.784,0,0,0.0
102,0.77,-8.6053,8.8638,4.1329,-1.122,1.6452,0.248,4.799,11.967,12.597,-15.4417,18.6863,0.2,0.0201,-0.4847,0.0,-1.2247,1.3723,0.116,1.843,0.3359,0,0,0,0.508,0.231,0.769,0,0,0.0
103,0.778,-8.6276,8.8962,4.1369,-1.1135,1.6182,0.2018,4.805,11.919,12.553,-15.4413,18.6761,0.2,0.0212,-0.5104,0.0,-1.2237,1.3484,0.068,1.8222,0.3233,0,0,0,0.483,0.206,0.794,0,0,0.0
104,0.785,-8.6497,8.928,4.14,-1.1064,1.5891,0.1554,4.81,11.872,12.508,-15.4408,18.6654,0.2,0.0223,-0.5357,0.0,-1.2228,1.325,0.02,1.8031,0.3342,0,0,0,0.471,0.197,0.803,0,0,0.0
105,0.793,-8.6718,8.9591,4.1422,-1.1028,1.5573,0.108,4.814,11.824,12.464,-15.4403,18.6542,0.2,0.0233,-0.5605,0.0,-1.2218,1.302,-0.028,1.7857,0.3509,0,0,0,0.457,0.186,0.814,0,0,0.0
